Year,Board Code,Board Name,School Code,School Name,School Total
2006-2007,54,HALIFAX REGIONAL              ,1103,KINGSWOOD ELEMENTARY SCHOOL   ,588
2006-2007,54,HALIFAX REGIONAL              ,330,LAKEFRONT CONSOLIDATED ELEMENTARY SCHOOL   ,43
2006-2007,54,HALIFAX REGIONAL              ,338,LAKEVIEW CONSOLIDATED SCHOOL        ,379
2006-2007,54,HALIFAX REGIONAL              ,587,LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL    ,301
2006-2007,54,HALIFAX REGIONAL              ,353,LESLIE THOMAS JUNIOR HIGH SCHOOL   ,345
2006-2007,54,HALIFAX REGIONAL              ,968,LOCKVIEW HIGH SCHOOL          ,1273
2006-2007,54,HALIFAX REGIONAL              ,939,MADELINE SYMONDS MIDDLE SCHOOL,557
2006-2007,54,HALIFAX REGIONAL              ,526,MICHAEL WALLACE ELEMENTARY SCHOOL    ,284
2006-2007,54,HALIFAX REGIONAL              ,748,MILLWOOD ELEMENTARY SCHOOL    ,473
2006-2007,54,HALIFAX REGIONAL              ,745,MILLWOOD HIGH SCHOOL          ,636
2006-2007,54,HALIFAX REGIONAL              ,527,MOUNT EDWARD ELEMENTARY SCHOOL,203
2006-2007,54,HALIFAX REGIONAL              ,342,MUSQUODOBOIT RURAL HIGH SCHOOL,419
2006-2007,54,HALIFAX REGIONAL              ,348,MUSQUODOBOIT VALLEY EDUCATION CENTRE ,171
2006-2007,54,HALIFAX REGIONAL              ,324,NELSON WHYNDER ELEMENTARY SCHOOL     ,115
2006-2007,54,HALIFAX REGIONAL              ,56,OCEAN VIEW ELEMENTARY SCHOOL  ,321
2006-2007,54,HALIFAX REGIONAL              ,131,O'CONNELL DRIVE ELEMENTARY SCHOOL   ,364
2006-2007,54,HALIFAX REGIONAL              ,315,OLDFIELD CONSOLIDATED SCHOOL  ,146
2006-2007,54,HALIFAX REGIONAL              ,572,OXFORD SCHOOL                 ,372
2006-2007,54,HALIFAX REGIONAL              ,970,PARK WEST SCHOOL              ,672
2006-2007,54,HALIFAX REGIONAL              ,969,PORTLAND ESTATES ELEMENTARY SCHOOL   ,419
2006-2007,54,HALIFAX REGIONAL              ,533,PRINCE ANDREW HIGH SCHOOL     ,1210
2006-2007,54,HALIFAX REGIONAL              ,532,PRINCE ARTHUR JUNIOR HIGH SCHOOL     ,471
2006-2007,54,HALIFAX REGIONAL              ,282,PROSPECT ROAD ELEMENTARY SCHOOL     ,253
2006-2007,54,HALIFAX REGIONAL              ,573,QUEEN ELIZABETH HIGH SCHOOL,911
2006-2007,54,HALIFAX REGIONAL              ,938,RIDGECLIFF MIDDLE SCHOOL      ,560
2006-2007,54,HALIFAX REGIONAL              ,340,ROBERT JAMISON-JEDDORE-LAKEVILLE SCHOOL  ,337
2006-2007,54,HALIFAX REGIONAL              ,359,ROBERT K. TURNER ELEMENTARY SCHOOL   ,182
2006-2007,54,HALIFAX REGIONAL              ,603,ROCKINGHAM ELEMENTARY SCHOOL  ,327
2006-2007,54,HALIFAX REGIONAL              ,609,ROCKINGSTONE HEIGHTS SCHOOL   ,274
2006-2007,54,HALIFAX REGIONAL              ,321,ROSS ROAD SCHOOL              ,439
2006-2007,54,HALIFAX REGIONAL              ,309,SACKVILLE CENTENNIAL ELEMENTARY SCHOOL    ,104
2006-2007,54,HALIFAX REGIONAL              ,311,SACKVILLE HEIGHTS ELEMENTARY SCHOOL,290
2006-2007,54,HALIFAX REGIONAL              ,303,SACKVILLE HEIGHTS JUNIOR HIGH SCHOOL ,645
2006-2007,54,HALIFAX REGIONAL              ,297,SACKVILLE HIGH SCHOOL         ,991
2006-2007,54,HALIFAX REGIONAL              ,581,SAINT MARY'S ELEMENTARY SCHOOL,132
2006-2007,54,HALIFAX REGIONAL              ,295,SAMBRO ELEMENTARY SCHOOL      ,110
2006-2007,54,HALIFAX REGIONAL              ,941,SEASIDE ELEMENTARY SCHOOL     ,364
2006-2007,54,HALIFAX REGIONAL              ,534,SHANNON PARK ELEMENTARY SCHOOL,491
2006-2007,54,HALIFAX REGIONAL              ,287,SHATFORD MEMORIAL ELEMENTARY SCHOOL  ,71
2006-2007,54,HALIFAX REGIONAL              ,332,SHEET HARBOUR CONSOLIDATED SCHOOL    ,154
2006-2007,54,HALIFAX REGIONAL              ,589,SIR CHARLES TUPPER SCHOOL     ,269
2006-2007,54,HALIFAX REGIONAL              ,277,SIR JOHN A. MACDONALD HIGH SCHOOL   ,943
2006-2007,54,HALIFAX REGIONAL              ,320,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL ,316
2006-2007,54,HALIFAX REGIONAL              ,355,SMOKEY DRIVE ELEMENTARY SCHOOL,274
2006-2007,54,HALIFAX REGIONAL              ,535,SOUTH WOODSIDE SCHOOL         ,144
2006-2007,54,HALIFAX REGIONAL              ,540,SOUTHDALE-NORTH WOODSIDE SCHOOL      ,362
2006-2007,54,HALIFAX REGIONAL              ,593,SPRINGVALE ELEMENTARY SCHOOL  ,222
2006-2007,54,HALIFAX REGIONAL              ,575,ST. AGNES JUNIOR HIGH SCHOOL  ,274
2006-2007,54,HALIFAX REGIONAL              ,577,ST. CATHERINE'S ELEMENTARY SCHOOL,314
2006-2007,54,HALIFAX REGIONAL              ,580,ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL ,220
2006-2007,54,HALIFAX REGIONAL              ,940,ST. MARGARET'S BAY ELEMENTARY SCHOOL,413
2006-2007,54,HALIFAX REGIONAL              ,582,ST. PATRICK'S HIGH SCHOOL            ,370
2006-2007,54,HALIFAX REGIONAL              ,583,ST. PATRICK'S-ALEXANDRA SCHOOL       ,126
2006-2007,54,HALIFAX REGIONAL              ,586,ST. STEPHEN'S ELEMENTARY SCHOOL      ,234
2006-2007,54,HALIFAX REGIONAL              ,299,SUNNYSIDE ELEMENTARY SCHOOL   ,547
2006-2007,54,HALIFAX REGIONAL              ,307,SYCAMORE LANE ELEMENTARY SCHOOL     ,260
2006-2007,54,HALIFAX REGIONAL              ,85,TALLAHASSEE COMMUNITY SCHOOL  ,443
2006-2007,54,HALIFAX REGIONAL              ,284,TANTALLON SENIOR ELEMENTARY SCHOOL  ,597
2006-2007,54,HALIFAX REGIONAL              ,349,UPPER MUSQUODOBOIT CONSOLIDATED ELEMENTARY SCHOOL  ,64
2006-2007,54,HALIFAX REGIONAL              ,316,WAVERLEY MEMORIAL-L. C. SKERRY SCHOOL,199
2006-2007,54,HALIFAX REGIONAL              ,591,WESTMOUNT ELEMENTARY SCHOOL   ,309
2006-2007,54,HALIFAX REGIONAL              ,294,WILLIAM KING ELEMENTARY SCHOOL,316
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,63,ALDERSHOT ELEMENTARY SCHOOL   ,360
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,746,ANNAPOLIS EAST ELEMENTARY SCHOOL     ,570
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,706,ANNAPOLIS ROYAL REGIONAL ACADEMY   ,227
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,133,ANNAPOLIS WEST EDUCATION CENTRE ,300
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,993,AVON VIEW HIGH SCHOOL         ,917
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,75,BERWICK AND DISTRICT SCHOOL   ,448
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,507,BRIDGETOWN REGIONAL ELEMENTARY SCHOOL,238
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,708,BRIDGETOWN REGIONAL HIGH SCHOOL    ,443
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,363,BROOKLYN DISTRICT ELEMENTARY SCHOOL  ,354
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,58,CAMBRIDGE AND DISTRICT ELEMENTARY SCHOOL  ,224
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,67,CENTRAL KINGS RURAL HIGH SCHOOL      ,836
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,965,CHAMPLAIN ELEMENTARY SCHOOL   ,203
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,141,CLARK RUTHERFORD MEMORIAL SCHOOL     ,138
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,732,COLDBROOK AND DISTRICT SCHOOL ,583
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,366,DR. ARTHUR HINES ELEMENTARY SCHOOL   ,133
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,65,DWIGHT ROSS SCHOOL            ,216
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,753,EVANGELINE MIDDLE SCHOOL      ,376
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,362,FALMOUTH DISTRICT SCHOOL      ,263
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,60,GASPEREAU VALLEY ELEMENTARY SCHOOL   ,186
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,59,GLOOSCAP ELEMENTARY SCHOOL    ,291
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,24,HANTSPORT SCHOOL              ,230
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,998,HIGHBURY EDUCATION CENTRE     ,19
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,70,HORTON HIGH SCHOOL            ,1000
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,76,KINGS COUNTY ACADEMY          ,534
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,379,KINGS COUNTY ADULT HIGH SCHOOL,38
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,62,KINGSTON & DISTRICT SCHOOL    ,503
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,61,L. E. SHAW ELEMENTARY SCHOOL  ,173
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,129,LAWRENCETOWN CONSOLIDATED SCHOOL,183
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,1108,LAWRENCETOWN EDUCATION CENTRE ,18
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,712,MIDDLETON REGIONAL HIGH SCHOOL       ,687
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,73,NEW MINAS ELEMENTARY SCHOOL   ,354
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,364,NEWPORT STATION DISTRICT SCHOOL,106
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,967,NORTHEAST KINGS EDUCATION CENTRE   ,1106
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,966,PINE RIDGE MIDDLE SCHOOL      ,497
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,72,PORT WILLIAMS ELEMENTARY SCHOOL     ,233
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,55,SOMERSET AND DISTRICT ELEMENTARY SCHOOL    ,200
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,54,ST. MARY'S ELEMENTARY SCHOOL  ,220
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,360,THREE MILE PLAINS DISTRICT SCHOOL    ,154
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,1110,WEST HANTS EDUCATION CENTRE   ,10
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,994,WEST HANTS MIDDLE SCHOOL      ,626
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,71,WEST KINGS DISTRICT HIGH SCHOOL     ,801
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,376,WINDSOR ADULT HIGH SCHOOL     ,32
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,699,WINDSOR ELEMENTARY SCHOOL     ,243
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,361,WINDSOR FORKS DISTRICT SCHOOL ,147
2006-2007,55,ANNAPOLIS VALLEY REGIONAL     ,81,WOLFVILLE SCHOOL              ,516
2006-2007,57,ACADIEN PROVINCIAL            ,387,CENTRE SCOLAIRE ETOILE DE L'ACADIE,202
2006-2007,57,ACADIEN PROVINCIAL            ,145,ECOLE ACADIENNE DE POMQUET    ,188
2006-2007,57,ACADIEN PROVINCIAL            ,433,ECOLE ACADIENNE DE TRURO      ,118
2006-2007,57,ACADIEN PROVINCIAL            ,947,ECOLE BEAUBASSIN              ,502
2006-2007,57,ACADIEN PROVINCIAL            ,982,ECOLE BEAU-PORT               ,238
2006-2007,57,ACADIEN PROVINCIAL            ,744,ECOLE BELLEVILLE              ,106
2006-2007,57,ACADIEN PROVINCIAL            ,948,ECOLE BOIS-JOLI               ,486
2006-2007,57,ACADIEN PROVINCIAL            ,434,ECOLE DE LA RIVE-SUD          ,91
2006-2007,57,ACADIEN PROVINCIAL            ,68,ECOLE DU CARREFOUR            ,399
2006-2007,57,ACADIEN PROVINCIAL            ,218,ECOLE JEAN-MARIE-GAY          ,104
2006-2007,57,ACADIEN PROVINCIAL            ,217,ECOLE JOSEPH-DUGAS            ,177
2006-2007,57,ACADIEN PROVINCIAL            ,378,ECOLE NDA                     ,218
2006-2007,57,ACADIEN PROVINCIAL            ,156,ECOLE PUBNICO-OUEST           ,175
2006-2007,57,ACADIEN PROVINCIAL            ,57,ECOLE ROSE-DES-VENTS          ,176
2006-2007,57,ACADIEN PROVINCIAL            ,221,ECOLE SAINT-ALBERT            ,46
2006-2007,57,ACADIEN PROVINCIAL            ,225,ECOLE SECONDAIRE DE CLARE     ,258
2006-2007,57,ACADIEN PROVINCIAL            ,980,ECOLE SECONDAIRE DE PAR-EN-BAS,378
2006-2007,57,ACADIEN PROVINCIAL            ,219,ECOLE STELLA-MARIS            ,147
2006-2007,57,ACADIEN PROVINCIAL            ,160,ECOLE WEDGEPORT               ,115
2006-2007,58,SOUTH SHORE REGIONAL          ,925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL ,150
2006-2007,58,SOUTH SHORE REGIONAL          ,926,BAYVIEW COMMUNITY SCHOOL      ,462
2006-2007,58,SOUTH SHORE REGIONAL          ,405,BIG TANCOOK ELEMENTARY SCHOOL ,4
2006-2007,58,SOUTH SHORE REGIONAL          ,509,BRIDGEWATER ELEMENTARY SCHOOL ,483
2006-2007,58,SOUTH SHORE REGIONAL          ,508,BRIDGEWATER JUNIOR SENIOR HIGH SCHOOL,453
2006-2007,58,SOUTH SHORE REGIONAL          ,399,CENTRE CONSOLIDATED SCHOOL         ,489
2006-2007,58,SOUTH SHORE REGIONAL          ,216,CHESTER AREA MIDDLE SCHOOL    ,380
2006-2007,58,SOUTH SHORE REGIONAL          ,207,CHESTER DISTRICT ELEMENTARY SCHOOL   ,218
2006-2007,58,SOUTH SHORE REGIONAL          ,386,DR. JOHN C. WICKWIRE ACADEMY  ,432
2006-2007,58,SOUTH SHORE REGIONAL          ,80,FOREST HEIGHTS COMMUNITY SCHOOL  ,419
2006-2007,58,SOUTH SHORE REGIONAL          ,210,GOLD RIVER-WESTERN SHORE SCHOOL     ,132
2006-2007,58,SOUTH SHORE REGIONAL          ,1102,GORHAM MEMORIAL EDUCATION CENTRE   ,9
2006-2007,58,SOUTH SHORE REGIONAL          ,458,GREENFIELD ELEMENTARY SCHOOL  ,36
2006-2007,58,SOUTH SHORE REGIONAL          ,917,HEBBVILLE ACADEMY             ,675
2006-2007,58,SOUTH SHORE REGIONAL          ,710,LIVERPOOL REGIONAL HIGH SCHOOL,358
2006-2007,58,SOUTH SHORE REGIONAL          ,628,LUNENBURG ACADEMY             ,117
2006-2007,58,SOUTH SHORE REGIONAL          ,979,LUNENBURG ADULT HIGH SCHOOL          ,41
2006-2007,58,SOUTH SHORE REGIONAL          ,627,LUNENBURG JUNIOR HIGH SCHOOL        ,170
2006-2007,58,SOUTH SHORE REGIONAL          ,465,MILL VILLAGE CONSOLIDATED SCHOOL   ,44
2006-2007,58,SOUTH SHORE REGIONAL          ,463,MILTON CENTENNIAL SCHOOL             ,163
2006-2007,58,SOUTH SHORE REGIONAL          ,397,NEW GERMANY ELEMENTARY SCHOOL ,245
2006-2007,58,SOUTH SHORE REGIONAL          ,402,NEW GERMANY RURAL HIGH SCHOOL ,443
2006-2007,58,SOUTH SHORE REGIONAL          ,214,NEW ROSS CONSOLIDATED SCHOOL  ,176
2006-2007,58,SOUTH SHORE REGIONAL          ,404,NEWCOMBVILLE ELEMENTARY SCHOOL,145
2006-2007,58,SOUTH SHORE REGIONAL          ,459,NORTH QUEENS COMMUNITY SCHOOL ,151
2006-2007,58,SOUTH SHORE REGIONAL          ,460,NORTH QUEENS ELEMENTARY SCHOOL,114
2006-2007,58,SOUTH SHORE REGIONAL          ,409,PARK VIEW EDUCATION CENTRE    ,867
2006-2007,58,SOUTH SHORE REGIONAL          ,400,PENTZ ELEMENTARY SCHOOL       ,102
2006-2007,58,SOUTH SHORE REGIONAL          ,401,PETITE RIVIERE ELEMENTARY SCHOOL     ,76
2006-2007,58,SOUTH SHORE REGIONAL          ,439,QUEENS ADULT HIGH SCHOOL      ,33
2006-2007,58,SOUTH SHORE REGIONAL          ,392,RIVERPORT & DISTRICT ELEMENTARY SCHOOL     ,63
2006-2007,58,SOUTH SHORE REGIONAL          ,53,SOUTH QUEENS JUNIOR HIGH SCHOOL      ,308
2006-2007,58,SOUTH SHORE REGIONAL          ,380,SOUTH SHORE ALTERNATE SCHOOL-BRIDGEWATER ,16
2006-2007,58,SOUTH SHORE REGIONAL          ,1107,SOUTH SHORE ALTERNATE SCHOOL-MAHONE BAY  ,8
2006-2007,58,SOUTH SHORE REGIONAL          ,394,WEST NORTHFIELD ELEMENTARY SCHOOL   ,178
2006-2007,59,TRI-COUNTY REGIONAL           ,500,ARCADIA CONSOLIDATED ELEMENTARY SCHOOL   ,243
2006-2007,59,TRI-COUNTY REGIONAL           ,167,BARRINGTON MUNICIPAL HIGH SCHOOL     ,731
2006-2007,59,TRI-COUNTY REGIONAL           ,255,BARTON CONSOLIDATED SCHOOL    ,79
2006-2007,59,TRI-COUNTY REGIONAL           ,166,CAPE SABLE ISLAND ELEMENTARY SCHOOL ,95
2006-2007,59,TRI-COUNTY REGIONAL           ,497,CARLETON CONSOLIDATED SCHOOL  ,131
2006-2007,59,TRI-COUNTY REGIONAL           ,511,CLARK'S HARBOUR ELEMENTARY SCHOOL    ,128
2006-2007,59,TRI-COUNTY REGIONAL           ,272,DIGBY ADULT HIGH SCHOOL       ,31
2006-2007,59,TRI-COUNTY REGIONAL           ,541,DIGBY ELEMENTARY SCHOOL       ,402
2006-2007,59,TRI-COUNTY REGIONAL           ,257,DIGBY NECK CONSOLIDATED SCHOOL,47
2006-2007,59,TRI-COUNTY REGIONAL           ,709,DIGBY REGIONAL HIGH SCHOOL         ,537
2006-2007,59,TRI-COUNTY REGIONAL           ,981,DRUMLIN HEIGHTS CONSOLIDATED SCHOOL ,452
2006-2007,59,TRI-COUNTY REGIONAL           ,733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL ,181
2006-2007,59,TRI-COUNTY REGIONAL           ,927,FOREST RIDGE ACADEMY          ,227
2006-2007,59,TRI-COUNTY REGIONAL           ,79,HILLCREST ACADEMY             ,315
2006-2007,59,TRI-COUNTY REGIONAL           ,259,ISLANDS CONSOLIDATED SCHOOL   ,147
2006-2007,59,TRI-COUNTY REGIONAL           ,624,LOCKEPORT ELEMENTARY SCHOOL   ,120
2006-2007,59,TRI-COUNTY REGIONAL           ,711,LOCKEPORT REGIONAL HIGH SCHOOL      ,174
2006-2007,59,TRI-COUNTY REGIONAL           ,410,MAPLE GROVE EDUCATION CENTRE  ,444
2006-2007,59,TRI-COUNTY REGIONAL           ,928,MEADOWFIELDS COMMUNITY SCHOOL ,526
2006-2007,59,TRI-COUNTY REGIONAL           ,199,PLYMOUTH SCHOOL               ,229
2006-2007,59,TRI-COUNTY REGIONAL           ,498,PORT MAITLAND CONSOLIDATED SCHOOL  ,176
2006-2007,59,TRI-COUNTY REGIONAL           ,716,SHELBURNE REGIONAL HIGH SCHOOL,413
2006-2007,59,TRI-COUNTY REGIONAL           ,703,SOUTH CENTENNIAL SCHOOL       ,178
2006-2007,59,TRI-COUNTY REGIONAL           ,977,ST. MARY'S BAY ACADEMY        ,342
2006-2007,59,TRI-COUNTY REGIONAL           ,258,WESTPORT VILLAGE SCHOOL,16
2006-2007,59,TRI-COUNTY REGIONAL           ,256,WEYMOUTH CONSOLIDATED SCHOOL  ,243
2006-2007,59,TRI-COUNTY REGIONAL           ,385,YARMOUTH ADULT HIGH SCHOOL    ,58
2006-2007,59,TRI-COUNTY REGIONAL           ,704,YARMOUTH CENTRAL SCHOOL       ,272
2006-2007,59,TRI-COUNTY REGIONAL           ,700,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL   ,725
2006-2007,59,TRI-COUNTY REGIONAL           ,701,YARMOUTH JUNIOR HIGH SCHOOL         ,271
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,96,BADDECK ACADEMY               ,338
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,93,BOULARDERIE ELEMENTARY SCHOOL ,127
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,101,BRAS D'OR ELEMENTARY SCHOOL   ,306
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,640,BRETON EDUCATION CENTRE       ,825
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,551,BRIDGEPORT SCHOOL             ,123
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,995,BROOKLAND ELEMENTARY SCHOOL   ,465
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,107,CABOT EDUCATION CENTRE        ,235
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,962,CAPE SMOKEY ELEMENTARY SCHOOL ,121
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,186,COXHEATH ELEMENTARY SCHOOL    ,278
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,1101,CUSACK SCHOOL                 ,409
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,996,DONKIN SCHOOL                 ,178
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,98,DR. T. L. SULLIVAN MIDDLE SCHOOL     ,306
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,99,FLORENCE ELEMENTARY SCHOOL    ,138
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,626,GEORGE D. LEWIS SCHOOL        ,132
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,442,GLACE BAY ADULT EDUCATION CENTRE   ,55
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,416,GLACE BAY ELEMENTARY SCHOOL   ,495
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,8,GLACE BAY HIGH SCHOOL         ,874
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,964,HARBOURSIDE ELEMENTARY SCHOOL ,426
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,668,HOLY ANGELS HIGH SCHOOL             ,264
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,549,JOHN BERNARD CROAK V. C. MEMORIAL SCHOOL  ,180
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,960,JUBILEE ELEMENTARY SCHOOL     ,297
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,545,MACDONALD ELEMENTARY SCHOOL         ,127
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,206,MACLENNAN MIDDLE SCHOOL       ,185
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,202,MALCOLM MUNROE MEMORIAL MIDDLE SCHOOL     ,636
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,183,MARION BRIDGE SCHOOL          ,93
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,82,MEMORIAL COMPOSITE HIGH SCHOOL,996
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,83,MIDDLE RIVER CONSOLIDATED SCHOOL     ,22
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,180,MIRA ROAD SCHOOL              ,175
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,552,MORRISON JUNIOR HIGH SCHOOL          ,284
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,643,MOUNT CARMEL ELEMENTARY SCHOOL,159
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,997,MOUNTAINVIEW ELEMENTARY SCHOOL,303
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,444,NEW WATERFORD ADULT EDUCATION CENTRE ,27
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,963,NEW WATERFORD ELEMENTARY SCHOOL ,356
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,961,NORTH HIGHLANDS ELEMENTARY SCHOOL    ,108
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,929,NORTHSIDE ADULT EDUCATION CENTRE   ,19
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,1142,RANKIN SCHOOL OF THE NARROWS  ,131
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,973,RIVERSIDE ELEMENTARY SCHOOL   ,206
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,203,RIVERVIEW HIGH SCHOOL         ,968
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,182,ROBIN FOOTE ELEMENTARY SCHOOL ,163
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,113,SETON ELEMENTARY SCHOOL       ,264
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,646,SHERWOOD PARK EDUCATION CENTRE,547
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,972,SHIPYARD ELEMENTARY SCHOOL    ,251
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,644,ST. AGNES ELEMENTARY SCHOOL   ,168
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,561,ST. ANNE'S ELEMENTARY SCHOOL  ,353
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,119,ST. JOSEPH ELEMENTARY SCHOOL  ,254
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,984,ST. MARY'S-ST. JOSEPH'S COMPLEX,244
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,553,ST. MICHAEL JUNIOR HIGH SCHOOL      ,471
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,688,SYDNEY ACADEMY                ,752
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,443,SYDNEY ADULT EDUCATION CENTRE ,81
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,117,SYDNEY MINES MIDDLE SCHOOL    ,311
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,185,SYDNEY RIVER ELEMENTARY SCHOOL,311
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,110,THOMPSON MIDDLE SCHOOL        ,230
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,175,TOMPKINS MEMORIAL ELEMENTARY SCHOOL  ,169
2007-2008,51,CAPE BRETON-VICTORIA REGIONAL ,667,WHITNEY PIER MEMORIAL MIDDLE SCHOOL  ,482
2007-2008,52,STRAIT REGIONAL               ,934,ANTIGONISH EDUCATION CENTRE     ,525
2007-2008,52,STRAIT REGIONAL               ,932,BAYVIEW EDUCATION CENTRE      ,409
2007-2008,52,STRAIT REGIONAL               ,510,CANSO ACADEMY                 ,80
2007-2008,52,STRAIT REGIONAL               ,974,CAPE BRETON HIGHLANDS EDUCATION CENTRE/ACADEMY ,453
2007-2008,52,STRAIT REGIONAL               ,986,CHEDABUCTO EDUCATION CENTRE/GUYSBOROUGH ACADEMY,384
2007-2008,52,STRAIT REGIONAL               ,930,DALBRAE ACADEMY               ,300
