Year,Board Code,Board Name,School Code,School Name,Mail Address Line 1,Mail Address Line 2,Mailing Postal Code,Civic Address Line 1,Civic Address Line 2,Civic Postal Code,Telephone,Fax,Email
2019-2020,53,Chignecto Central Regional Centre for Education,16,Brookfield Elementary School,233 Hwy 289,Brookfield NS,B0N 1C0,233 Hwy 289,Brookfield NS,B0N 1C0,902-673-5050,902-673-5052,weatherbeekl@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1198,CCRCE Alternate High School,PO Box 10,Trenton NS,B0K 1X0,37 Dickie St,Trenton NS,B0K 1X0,902-755-8165,902-755-8155,callaghank@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,20,Central Colchester Junior High School,61 Onslow Rd,Central Onslow NS,B6L 5K4,61 Onslow Rd,Central Onslow NS,B6L 5K4,902-896-5570,902-896-5575,macphersonc@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,27,Chiganois Elementary School,11145 Hwy 2,Masstown NS,B0M 1G0,11145 Hwy 2,Masstown NS,B0M 1G0,902-662-4420,902-662-4422,harnishk@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,14,Cobequid Consolidated Elementary School,2998 Hwy 236,Old Barns NS,B6L 1K3,2998 Hwy 236,Old Barns NS,B6L 1K3,902-896-5560,902-896-5565,mcinnisnd@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,36,Cobequid District Elementary School,8993 Hwy 354,Noel NS,B0N 2C0,8993 Hwy 354,Noel NS,B0N 2C0,902-369-2960,902-369-2961,eikelenboomn@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,44,Cobequid Educational Centre,34 Lorne St,Truro NS,B2N 3K3,34 Lorne St,Truro NS,B2N 3K3,902-896-5700,902-896-5707,kaulbachw@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1104,Cumberland North Academy,RR3,Brookdale NS,B4H 3Y1,879 Hwy 204,Brookdale NS,B4H 3Y1,902-661-2464,902-661-2438,wellsk@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,230,Cyrus Eaton Elementary School,PO Box 129,Pugwash NS,B0K 1L0,171 Queen St,Pugwash NS,B0K 1L0,902-243-3900,902-243-3903,wellsse@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,28,Debert Elementary School,PO Box 279,Debert NS,B0M 1G0,1320 Masstown Rd,Debert NS,B0M 1G0,902-662-4400,902-662-4404,coxbl@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,408,Dr. W.A. MacLeod Consolidated School,6193 Trafalgar Rd,Riverton NS,B0K 1S0,6193 Trafalgar Rd,Riverton NS,B0K 1S0,902-755-8450,902-755-8455,staceyrl@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,750,E. B. Chandler Junior High School,PO Box 790,Amherst NS,B4H 4B9,28 Dickey St,Amherst NS,B4H 4B9,902-661-2450,902-661-2455,beeds@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,432,East Pictou Middle School,163 School Rd,Thorburn NS,B0K 1W0,163 School Rd,Thorburn NS,B0K 1W0,902-922-3800,902-922-3808,doylenm@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,31,Elmsdale District Elementary School,75 MacMillan Dr,Elmsdale NS,B2S 1A5,75 MacMillan Dr,Elmsdale NS,B2S 1A5,902-883-5350,902-883-5353,langilleld@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,30,Enfield District School,29 Catherine St,Enfield NS,B2T 1L4,29 Catherine St,Enfield NS,B2T 1L4,902-883-5300,902-883-5302,knolt@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,414,F.H. MacDonald Elementary School,123 School Rd,Thorburn NS,B0K 1W0,123 School Rd,Thorburn NS,B0K 1W0,902-922-3800,902-922-3828,doylenm@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,665,G.R. Saunders Elementary School,PO Box 1030,Stellarton NS,B0K 1S0,71 Bridge Avenue,Stellarton NS,B0K 1S0,902-755-8230,902-755-8238,cormierel@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,26,Great Village Elementary School,8849 Hwy 2,Great Village NS,B0M 1L0,8849 Hwy 2,Great Village NS,B0M 1L0,902-668-6500,902-668-6506,fultzs@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,42,Hants East Rural High School,2331 Hwy 2,Milford NS,B0N 1Y0,2331 Hwy 2,Milford NS,B0N 1Y0,902-758-4620,902-758-4626,smithmt@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,41,Hants North Rural High School,4369 Hwy 236,Kennetcook NS,B0N 1P0,4369 Hwy 236,Kennetcook NS,B0N 1P0,902-362-3300,902-362-3303,peverilmf@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1145,Harmony Heights Elementary School,25 Cedar Dr,Truro NS,B2N 5W3,25 Cedar Dr,Truro NS,B2N 5W3,902-896-5798,902-897-8922,fitzgeraldd@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,15,Hilden Elementary School,1737 Truro Rd,Hilden NS,B0N 1C0,1737 Truro Rd,Hilden NS,B0N 1C0,902-896-5750,902-896-5751,kaulbachl@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,661,Junction Road Elementary School,PO Box 2139,Springhill NS,B0M 1X0,19 Junction Rd,Springhill NS,B0M 1X0,902-597-4240,902-597-4247,maddisonalicks@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,38,Kennetcook District Elementary School,4369 Hwy 236,Kennetcook NS,B0N 1P0,4369 Hwy 236,Kennetcook NS,B0N 1P0,902-362-3300,902-362-3303,peverilmf@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,949,Maple Ridge Elementary School,1066 Hwy 2,Lantz NS,B2S 1M8,1066 Hwy 2,Lantz NS,B2S 1M8,902-883-5361,902-883-5360,isenorr@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,971,McCulloch Education Centre,350 Wellington St,Pictou NS,B0K 1H0,350 Wellington St,Pictou NS,B0K 1H0,902-485-7991,902-485-7992,mcneillfa@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1189,New Glasgow Academy,93 Albert St,New Glasgow NS,B2H 5W8,93 Albert St,New Glasgow NS,B2H 5W8,902-755-8400,902-755-8438,francisa@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,988,North Nova Education Centre,343 Park St,New Glasgow NS,B2H 6B2,343 Park St,New Glasgow NS,B2H 6B2,902-755-8180,902-755-8185,lewislk@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,9,North River Elementary School,80 Mountain Lee Rd,North River NS,B6L 6M2,80 Mountain Lee Rd,North River NS,B6L 6M2,902-896-5530,902-896-5532,bishopameroha@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,231,Northport Consolidated Elementary School,7110 Hwy 366,Northport NS,B0L 1E0,7110 Hwy 366,Northport NS,B0L 1E0,902-661-2490,902-661-2491,trenholma@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,989,Northumberland Regional High School,104 Alma Rd,Alma NS,B0K 2A0,104 Alma Rd,Alma NS,B0K 2A0,902-396-2750,902-396-2755,otoolem@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1151,Oxford Regional Education Centre,249 Lower Main St,Oxford NS,B0M 1P0,249 Lower Main St,Oxford NS,B0M 1P0,902-447-4513,902-447-4517,starrattd@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,649,Parrsboro Regional Elementary School,PO Box 631,Parrsboro NS,B0M 1S0,43 School St,Parrsboro NS,B0M 1S0,902-254-5605,902-254-5609,collinsonn@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,715,Parrsboro Regional High School,PO Box 370,Parrsboro NS,B0M 1S0,109 King St,Parrsboro NS,B0M 1S0,902-254-5600,902-254-5660,spenced@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,650,Pictou Academy,200 Louise St,Pictou NS,B0K 1H0,200 Louise St,Pictou NS,B0K 1H0,902-485-7200,902-485-7210,pettipassa@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,252,Pugwash District High School,PO Box 100,Pugwash NS,B0K 1L0,192 Church St,Pugwash NS,B0K 1L0,902-243-3930,902-243-3940,bruntse@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,39,Rawdon District Elementary School,3713 Hwy 354,Upper Rawdon NS,B0N 2N0,3713 Hwy 354,Upper Rawdon NS,B0N 2N0,902-632-6660,902-632-6662,noddinm@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,916,Redcliff Middle School,33 Sunset Lane,Valley NS,B6L 4K1,33 Sunset Lane,Valley NS,B6L 4K1,902-896-5520,902-896-5514,hazeltond@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,251,River Hebert District School,2843 Barronsfield Rd,River Hebert NS,B0L 1G0,2843 Barronsfield Rd,River Hebert NS,B0L 1G0,902-251-3200,902-251-3210,taylorv@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,923,Riverside Education Centre,6 Riverside Dr,Milford NS,B0N 1Y0,6 Riverside Dr,Milford NS,B0N 1Y0,902-758-4660,902-758-4666,gattosc@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,441,Salt Springs Elementary School,2080 West River Stn Rd,Pictou NS,B0K 1P0,2080 West River Stn Rd,Pictou NS,B0K 1P0,902-925-6000,902-925-6006,nelsonrd@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,4,Scotsburn Elementary School,4100 Scotsburn Rd,Scotsburn NS,B0K 1R0,4100 Scotsburn Rd,Scotsburn NS,B0K 1R0,902-485-7980,902-485-7981,mccarrong@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,34,Shubenacadie District Elementary School,54 Mill Village Rd,Shubenacadie NS,B0N 2H0,54 Mill Village Rd,Shubenacadie NS,B0N 2H0,902-758-4600,902-758-4608,harveyc@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,992,South Colchester Academy,207 Hwy 289,Brookfield NS,B0N 1C0,207 Hwy 289,Brookfield NS,B0N 1C0,902-673-5000,902-673-5005,searlelm@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1105,Spring Street Academy,59 Spring St,Amherst NS,B4H 1S4,59 Spring St,Amherst NS,B4H 1S4,902-661-2499,902-661-2431,janesh@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,658,Springhill Junior-Senior High School,PO Box 1060,Springhill NS,B0M 1X0,84 Church St,Springhill NS,B0M 1X0,902-597-4250,902-597-4251,conronb@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1195,Tatamagouche Regional Academy,92 Blair Ave,Tatamagouche NS,B0K 1V0,92 Blair Ave,Tatamagouche NS,B0K 1V0,902-657-6235,902-657-6210,holmesb@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,428,Thorburn Consolidated School,13 New Row,Thorburn NS,B0K 1W0,13 New Row,Thorburn NS,B0K 1W0,902-922-3840,902-922-3844,barkersp@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,692,Trenton Elementary School,1 Sixth St,Trenton NS,B0K 1X0,1 Sixth St,Trenton NS,B0K 1X0,902-755-8460,902-755-8466,fortunem@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,690,Trenton Middle School,PO Box 10,Trenton NS,B0K 1X0,37 Dickie St,Trenton NS,B0K 1X0,902-755-8440,902-755-8444,macdonaldos@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1146,Truro Elementary School,125 Curtis Dr,Truro NS,B2N 0C5,125 Curtis Dr,Truro NS,B2N 0C5,902-896-5755,902-896-5786,lyndsjn@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,45,Truro Junior High,445 Young St,Truro NS,B2N 7H9,445 Young St,Truro NS,B2N 7H9,902-896-5550,902-896-5559,foxt@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,40,Uniacke District School,551 Hwy 1,Mount Uniacke NS,B0N 1Z0,551 Hwy 1,Mount Uniacke NS,B0N 1Z0,902-866-5100,902-866-5101,kingjl2@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,18,Upper Stewiacke Elementary School,5327 Hwy 289,Upper Stewiacke NS,B0N 2P0,5327 Hwy 289,Upper Stewiacke NS,B0N 2P0,902-671-3000,902-671-3002,taitka@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,12,Valley Elementary School,96 Salmon River Rd,Valley NS,B6L 2S5,96 Salmon River Rd,Valley NS,B6L 2S5,902-896-5540,902-896-5544,wallk@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,227,Wallace Consolidated Elementary School,3853 Hwy 307,Wallace NS,B0K 1Y0,3853 Hwy 307,Wallace NS,B0K 1Y0,902-257-6100,902-257-6102,dorndg@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,3,Walter Duggan Consolidated School,2370 Spring Garden Rd,Westville NS,B0K 2A0,2370 Spring Garden Rd,Westville NS,B0K 2A0,902-396-2700,902-396-2707,slatera@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,29,West Colchester Consolidated School,27 Maple Ave,Bass River NS,B0M 1B0,27 Maple Ave,Bass River NS,B0M 1B0,902-647-3500,902-647-3505,humek@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,662,West End Memorial School,PO Box 2139,Springhill NS,B0M 1X0,77 McGee St,Springhill NS,B0M 1X0,902-597-4242,902-597-4248,batemansl@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1190,West Highlands Elementary School,18 Maltby Crt,Amherst NS,B4H 2L6,18 Maltby Crt,Amherst NS,B4H 2L6,902-661-2420,902-661-2440,riouxk@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,407,West Pictou Consolidated School,1999 Hwy 376,Pictou NS,B0K 1H0,1999 Hwy 376,Pictou NS,B0K 1H0,902-485-7960,902-485-7966,turnerca@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1148,Winding River Consolidated School,PO Box 249,Stewiacke NS,B0N 2J0,272 Kitchener St,Stewiacke NS,B0N 2J0,902-639-3199,902-639-3196,oakleyc@ccrce.ca
2019-2020,54,Halifax Regional Centre for Education,228,A. J. Smeltzer Junior High School,46 Prince St,Lower Sackville NS,B4C 1L1,46 Prince St,Lower Sackville NS,B4C 1L1,902-864-6846,902-864-6852,ajs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,512,Admiral Westphal Elementary School,6 Fourth St,Dartmouth NS,B2X 3A5,6 Fourth St,Dartmouth NS,B2X 3A5,902-435-8305,902-435-1749,awes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,513,Alderney Elementary School,2 Penhorn Dr,Dartmouth NS,B2Y 3K1,2 Penhorn Dr,Dartmouth NS,B2Y 3K1,902-464-2040,902-464-2686,alderney@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,317,Ash Lee Jefferson Elementary School,10 Lockview Rd,Fall River NS,B2T 1J1,10 Lockview Rd,Fall River NS,B2T 1J1,902-860-4163,902-860-4191,aljs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,739,Astral Drive Elementary School,236 Astral Dr,Dartmouth NS,B2V 1B8,236 Astral Dr,Dartmouth NS,B2V 1B8,902-462-8500,902-462-8600,ade@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,749,Astral Drive Junior High School,238 Astral Dr,Dartmouth NS,B2V 1B8,238 Astral Dr,Dartmouth NS,B2V 1B8,902-462-8700,902-462-6047,adjh@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,425,Atlantic Memorial-Terence Bay Elementary School,3591 Prospect Rd,Shad Bay NS,B3T 1Z3,3591 Prospect Rd,Shad Bay NS,B3T 1Z3,902-852-2166,902-852-5514,amtb@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,326,Atlantic View Elementary School,3391 Lawrencetown Rd,Lawrencetown NS,B2Z 1R5,3391 Lawrencetown Rd,Lawrencetown NS,B2Z 1R5,902-464-5245,902-464-5246,atvs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,97,Auburn Drive High School,300 Auburn Dr,Dartmouth NS,B2W 6E9,300 Auburn Dr,Dartmouth NS,B2W 6E9,902-462-6900,902-462-6950,adhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,104,Basinview Drive Community School,273 Basinview Dr,Bedford NS,B4A 3X8,273 Basinview Dr,Bedford NS,B4A 3X8,902-832-8450,902-832-8461,bdcs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,304,Beaver Bank-Kinsac Elementary School,28 Kinsac Rd,Beaver Bank NS,B4G 1C5,28 Kinsac Rd,Beaver Bank NS,B4G 1C5,902-864-6805,902-864-6809,bbks@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,752,Beaver Bank-Monarch Drive Elementary School,38 Monarch Dr,Beaver Bank NS,B4E 3A5,38 Monarch Dr,Beaver Bank NS,B4E 3A5,902-864-7540,902-864-7543,bbmon@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,268,Bedford and Forsyth Education Centres,426 Rocky Lake Dr,Bedford NS,B4A 2T5,426 Rocky Lake Dr,Bedford NS,B4A 2T5,902-832-8630,902-832-8409,bfec@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,937,Bedford South School,2 Oceanview Dr,Bedford NS,B4A 4J6,2 Oceanview Dr,Bedford NS,B4A 4J6,902-832-5800,902-832-5805,bedfords@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,291,Beechville Lakeside Timberlea Jr. Elementary School,22 James St,Timberlea NS,B3T 1G9,22 James St,Timberlea NS,B3T 1G9,902-876-3236,902-876-3238,bltjr@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,290,Beechville Lakeside Timberlea Sr. Elementary School,24 James St,Timberlea NS,B3T 1G9,24 James St,Timberlea NS,B3T 1G9,902-876-3230,902-876-7909,blt@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,514,Bel Ayr Elementary School,4 Bell St,Dartmouth NS,B2W 2P3,4 Bell St,Dartmouth NS,B2W 2P3,902-435-8353,902-435-8373,belayr@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,322,Bell Park Academic Centre,4 Thomas St,Lake Echo NS,B3E 1M6,4 Thomas St,Lake Echo NS,B3E 1M6,902-829-2388,902-829-2402,bpac@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,515,Bicentennial School,85 Victoria Rd,Dartmouth NS,B3A 1T9,85 Victoria Rd,Dartmouth NS,B3A 1T9,902-464-2094,902-464-2098,bicent@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,519,Brookhouse Elementary School,15 Christopher Ave,Dartmouth NS,B2W 3G2,15 Christopher Ave,Dartmouth NS,B2W 3G2,902-435-8318,902-435-8323,bes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,286,Brookside Junior High School,2239 Prospect Rd,Hatchet Lake NS,B3T 1R8,2239 Prospect Rd,Hatchet Lake NS,B3T 1R8,902-852-2062,902-852-5530,bjhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,595,Burton Ettinger Elementary School,52 Alex St,Halifax NS,B3N 2W4,52 Alex St,Halifax NS,B3N 2W4,902-457-8922,902-457-8928,bees@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,319,Caldwell Road Elementary School,280 Caldwell Rd,Dartmouth NS,B2V 1A3,280 Caldwell Rd,Dartmouth NS,B2V 1A3,902-462-6010,902-462-6017,cres@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,516,Caledonia Junior High School,38 Caledonia Rd,Dartmouth NS,B2X 1K8,38 Caledonia Rd,Dartmouth NS,B2X 1K8,902-435-8413,902-435-8425,cjhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,312,Caudle Park Elementary School,35 McGee Dr,Lower Sackville NS,B4C 2J1,35 McGee Dr,Lower Sackville NS,B4C 2J1,902-864-6864,902-864-6896,cpes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,743,Cavalier Drive School,116 Cavalier Dr,Lower Sackville NS,B4C 3L9,116 Cavalier Dr,Lower Sackville NS,B4C 3L9,902-864-7524,902-864-7554,cds@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,611,Central Spryfield School,364 Herring Cove Rd,Halifax NS,B3R 1V8,364 Herring Cove Rd,Halifax NS,B3R 1V8,902-479-4286,902-479-4295,cses@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,1183,Charles P. Allen High School,200 Innovation Dr,Bedford NS,B4B 0G4,200 Innovation Dr,Bedford NS,B4B 0G4,902-832-8964,902-832-8981,cpah@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,596,Chebucto Heights Elementary School,230 Cowie Hill Rd,Halifax NS,B3P 2M3,230 Cowie Hill Rd,Halifax NS,B3P 2M3,902-479-4298,902-479-4408,ches@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,1109,Citadel High School,1855 Trollope St,Halifax NS,B3H 0A4,1855 Trollope St,Halifax NS,B3H 0A4,902-491-4444,902-491-1700,chs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,600,Clayton Park Junior High School,45 Plateau Cres,Halifax NS,B3M 2V7,45 Plateau Cres,Halifax NS,B3M 2V7,902-457-8930,902-457-1646,cpjh@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,352,Colby Village Elementary School,92 Colby Dr,Dartmouth NS,B2V 1J7,92 Colby Dr,Dartmouth NS,B2V 1J7,902-464-5152,902-464-5154,cves@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,357,Cole Harbour District High School,2 Chameau Cres,Cole Harbour NS,B2W 4X4,2 Chameau Cres,Cole Harbour NS,B2W 4X4,902-464-5220,902-464-5241,chdhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,339,Colonel John Stuart Elementary School,5 John Stewart Dr,Cole Harbour NS,B2W 4J7,5 John Stewart Dr,Cole Harbour NS,B2W 4J7,902-464-5200,902-464-5247,cjses@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,517,Crichton Park Elementary School,49 Lyngby Ave,Dartmouth NS,B3A 3V1,49 Lyngby Ave,Dartmouth NS,B3A 3V1,902-464-2503,902-464-2770,crichton@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,605,Cunard Junior High School,121 Williams Lake Rd,Halifax NS,B3P 1T6,121 Williams Lake Rd,Halifax NS,B3P 1T6,902-479-4418,902-479-4425,cunard@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,518,Dartmouth High School,95 Victoria Rd,Dartmouth NS,B3A 1V2,95 Victoria Rd,Dartmouth NS,B3A 1V2,902-464-2457,902-464-2384,dhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,1193,Dartmouth South Academy,111 Prince Arthur Ave,Dartmouth NS,B2Y 0C5,111 Prince Arthur Ave,Dartmouth NS,B2Y 0C5,902-464-2081,902-461-0199,dsa@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,601,Duc d'Anville Elementary School,12 Clayton Park Dr,Halifax NS,B3M 1L3,12 Clayton Park Dr,Halifax NS,B3M 1L3,902-457-8940,902-457-8945,ddes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,328,Duncan MacMillan High School,481 Church Point Rd,Sheet Harbour NS,B0J 3B0,481 Church Point Rd,Sheet Harbour NS,B0J 3B0,902-885-2777,902-885-2790,dmhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,343,Dutch Settlement Elementary School,990 Hwy 277,Dutch Settlement NS,B2S 2J5,990 Hwy 277,Dutch Settlement NS,B2S 2J5,902-883-3000,902-883-3001,dses@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,283,East St. Margarets Elementary School,8671 Peggy's Cove Rd,Indian Harbour NS,B3Z 3P5,8671 Peggy's Cove Rd,Indian Harbour NS,B3Z 3P5,902-823-2463,902-823-2232,estm@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,351,Eastern Passage Education Centre,93 Samuel Danial Dr,Eastern Passage NS,B3G 1P7,93 Samuel Danial Dr,Eastern Passage NS,B3G 1P7,902-462-8401,902-462-8403,epec@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,334,Eastern Shore District High School,35 West Petpeswick Rd,Musquodoboit Harbour NS,B0J 2L0,35 West Petpeswick Rd,Musquodoboit Harbour NS,B0J 2L0,902-889-4025,902-889-4037,esdh@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,614,Elizabeth Sutherland School,66 Rockingstone Rd,Halifax NS,B3R 2C9,66 Rockingstone Rd,Halifax NS,B3R 2C9,902-479-4427,902-479-4430,ess@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,538,Ellenvale Junior High School,88 Belle Vista Dr,Dartmouth NS,B2W 2X7,88 Belle Vista Dr,Dartmouth NS,B2W 2X7,902-435-8420,902-435-8469,ejhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,564,Eric Graves Memorial Junior High School,70 Dorothea Dr,Dartmouth NS,B2W 4M3,70 Dorothea Dr,Dartmouth NS,B2W 4M3,902-435-8325,902-435-8379,egmjh@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,599,Fairview Heights Elementary School,210 Coronation Ave,Halifax NS,B3N 2N3,210 Coronation Ave,Halifax NS,B3N 2N3,902-457-8953,902-457-8957,fhes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,578,Fairview Junior High School,155 Rosedale Ave,Halifax NS,B3N 2K2,155 Rosedale Ave,Halifax NS,B3N 2K2,902-457-8960,902-457-8963,fvjh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,288,Five Bridges Junior High School,66 Hubley Rd,Hubley NS,B3Z 1B9,66 Hubley Rd,Hubley NS,B3Z 1B9,902-876-2026,902-876-7177,fbjh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,356,Gaetz Brook Junior High School,6856 Hwy 7,Head of Chezzetcook NS,B0J 1N0,6856 Hwy 7,Head of Chezzetcook NS,B0J 1N0,902-827-4666,902-827-5430,gbjhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,731,George Bissett Elementary School,170 Arklow Dr,Dartmouth NS,B2W 4R6,170 Arklow Dr,Dartmouth NS,B2W 4R6,902-464-5184,902-464-5187,gbes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,314,Georges P. Vanier Junior High School,1410 Fall River Rd,Fall River NS,B2T 1J1,1410 Fall River Rd,Fall River NS,B2T 1J1,902-860-4182,902-860-4188,vanier@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,568,Gorsebrook Junior High School,5966 South St,Halifax NS,B3H 1S6,5966 South St,Halifax NS,B3H 1S6,902-421-6758,902-421-2709,gjh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,318,Graham Creighton Junior High School,72 Cherry Brook Rd,Cherry Brook NS,B2Z 1A8,72 Cherry Brook Rd,Cherry Brook NS,B2Z 1A8,902-464-5164,902-464-5173,gcjh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,602,Grosvenor-Wentworth Park Elementary School,4 Downing St,Halifax NS,B3M 2G4,4 Downing St,Halifax NS,B3M 2G4,902-457-8422,902-457-8430,gwp@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,567,Halifax Central Junior High School,1787 Preston St,Halifax NS,B3H 3V7,1787 Preston St,Halifax NS,B3H 3V7,902-421-6777,902-421-2868,central@hrce.ca
